edad,ciclo,trabaja,horas_trabajo_semanal,modalidad_trabajo,tiempo_transporte,carga_familiar,tiene_beca,num_cursos_matriculados,horas_estudio_semanal,horas_sueno,nivel_estres,salud_mental_autopercibida,asistencia_pct,entendimiento_curso,T1,T2,examen_final,nota_final,situacion_academica,modalidad_trabajo_enc,situacion_enc,cluster,pca_x,pca_y,perfil_academico
30,3,1,16.7,Hibrido,1.29,0,0,5,20.7,6.3,3.9,6.9,81.4,6.9,11.5,9.2,15.1,12.61,Aprobado,0,0,1,-1.361219939191004,-0.7826030615050384,Trabajador Esforzado
31,9,1,29.8,Remoto,0.19,2,0,4,7.3,7.3,5.7,6.6,81.8,4.2,11.0,13.0,8.3,10.25,Riesgo,3,2,0,1.2621010731111273,0.7159455405736792,Vulnerable por Carga Familiar y Estres
27,2,1,37.2,Presencial,1.74,0,1,6,10.4,7.1,6.2,5.7,89.4,7.9,11.3,13.8,16.7,14.75,Aprobado,2,0,1,-0.02683040024892082,-0.6477614420219024,Trabajador Esforzado
19,4,1,30.5,Presencial,1.08,1,1,5,9.7,6.4,3.3,7.3,75.6,5.8,10.3,10.3,13.9,12.1,Aprobado,2,0,1,0.4097362364024077,-0.5400183994842983,Trabajador Esforzado
19,7,0,0.0,No aplica,0.14,1,0,3,14.6,7.9,2.4,7.2,95.1,8.3,14.1,12.7,18.4,15.83,Aprobado,1,0,2,-2.5982711272041334,0.5548466172559885,Estudiante de Alto Rendimiento
25,3,1,34.6,Hibrido,0.76,0,1,6,13.7,6.7,4.5,5.2,80.4,5.9,8.6,10.2,9.2,9.38,Riesgo,0,2,1,0.1288175833783743,-1.0565482348189843,Trabajador Esforzado
26,10,1,29.5,Presencial,0.96,0,0,4,7.9,6.4,5.8,6.0,80.8,6.7,9.5,9.7,10.8,10.21,Riesgo,2,2,1,0.49541837115789733,-0.831425635493929,Trabajador Esforzado
18,7,1,25.0,Hibrido,1.02,1,0,3,14.6,5.2,3.6,6.1,76.5,4.9,10.1,10.6,10.7,10.55,Riesgo,0,2,1,0.08165852404391764,-0.35816634643469286,Trabajador Esforzado
28,1,1,26.1,Presencial,1.24,0,0,4,9.3,6.4,4.6,7.4,85.3,7.7,11.7,12.6,14.7,13.47,Aprobado,2,0,1,-0.4105947718702218,-0.757350415598803,Trabajador Esforzado
26,3,1,18.2,Remoto,0.5,0,0,7,12.6,6.4,1.0,9.3,79.8,4.3,10.6,7.7,11.2,10.03,Riesgo,3,2,1,-0.7091479288746569,-1.1159320430129682,Trabajador Esforzado
18,8,1,27.9,Remoto,0.37,0,0,6,21.4,6.1,2.8,9.1,85.2,9.2,10.3,10.9,15.6,13.13,Aprobado,3,0,1,-1.970650693985168,-1.0133968623395122,Trabajador Esforzado
19,9,1,31.2,Presencial,1.51,0,0,5,10.7,6.2,5.9,5.4,74.4,5.9,9.8,9.5,13.3,11.46,Aprobado,2,0,3,0.8393907184813683,-1.0618710232030542,Riesgo por Ausentismo Laboral
24,10,1,43.7,Presencial,2.06,2,0,5,1.4,6.7,10.0,3.5,61.7,6.3,9.6,9.4,4.3,6.89,Riesgo,2,2,0,3.60514444160025,0.15753423045657855,Vulnerable por Carga Familiar y Estres
28,9,1,34.2,Remoto,0.27,1,0,5,10.5,7.1,8.0,3.1,86.0,4.0,10.1,10.4,8.6,9.44,Riesgo,3,2,3,1.3847313686339153,0.2944329164854329,Riesgo por Ausentismo Laboral
30,1,1,23.1,Presencial,2.05,3,0,3,9.5,5.8,6.3,5.0,74.8,7.8,12.8,9.9,12.8,11.93,Aprobado,2,0,0,0.7040257678992905,1.311660634043589,Vulnerable por Carga Familiar y Estres
24,8,1,18.5,Presencial,1.8,1,0,4,14.3,5.4,5.7,5.9,85.6,5.1,10.1,9.6,8.7,9.25,Riesgo,2,2,1,-0.12201177651768536,0.2983568976892177,Trabajador Esforzado
22,2,1,28.3,Presencial,2.15,1,1,7,9.8,5.5,6.2,5.7,78.3,5.9,8.1,8.6,7.7,8.05,Riesgo,2,2,3,0.8168359239950966,-0.10229820516559278,Riesgo por Ausentismo Laboral
32,1,1,36.5,Remoto,0.54,0,0,6,15.6,7.1,4.3,6.3,78.7,6.4,12.2,12.0,16.1,14.09,Aprobado,3,0,1,-0.022195631146660136,-1.1826819740874774,Trabajador Esforzado
24,7,0,0.0,No aplica,0.27,0,0,4,26.6,7.7,1.0,7.8,100.0,9.9,11.1,15.1,20.0,16.75,Aprobado,1,0,2,-4.50533772672415,-0.1885617917795057,Estudiante de Alto Rendimiento
22,5,1,34.3,Presencial,1.2,0,1,7,12.7,5.3,6.1,5.9,69.5,5.5,10.1,11.5,10.8,10.87,Riesgo,2,2,3,1.152620006960028,-1.2622517925188055,Riesgo por Ausentismo Laboral
24,7,0,0.0,No aplica,0.32,0,0,3,18.9,5.9,4.6,6.2,76.1,6.7,11.6,17.0,17.7,16.27,Aprobado,1,0,1,-1.3098479974958135,-0.5927542906246848,Trabajador Esforzado
18,9,1,35.7,Remoto,0.52,2,1,7,0.1,5.7,7.4,6.2,73.7,5.5,10.1,8.4,6.3,7.69,Riesgo,3,2,0,2.4731946620689067,0.4722029643263882,Vulnerable por Carga Familiar y Estres
22,1,1,17.2,Presencial,1.78,0,0,5,15.4,8.1,2.2,8.0,81.0,8.8,13.2,15.6,17.2,15.92,Aprobado,2,0,1,-1.7075387401728912,-1.0248286940161757,Trabajador Esforzado
25,6,1,42.8,Presencial,1.2,0,1,5,7.3,6.4,6.5,4.9,76.3,7.0,9.3,10.8,7.2,8.7,Riesgo,2,2,3,1.2703119311783357,-1.1637547205488716,Riesgo por Ausentismo Laboral
31,9,1,21.1,Presencial,2.6,2,1,7,22.7,5.9,4.9,7.4,79.4,5.3,14.2,13.1,14.0,13.77,Aprobado,2,0,1,-0.4660187720857411,0.6807592952733628,Trabajador Esforzado
29,5,1,36.3,Presencial,1.55,0,0,7,8.5,6.1,5.6,4.9,84.6,3.9,8.3,9.7,7.8,8.47,Riesgo,2,2,3,1.0404569873921243,-0.7802403415940826,Riesgo por Ausentismo Laboral
29,6,1,27.8,Presencial,1.6,3,0,7,4.7,4.6,9.3,3.5,84.8,8.2,7.1,10.9,8.8,9.09,Riesgo,2,2,0,1.307035761705213,1.88849626589562,Vulnerable por Carga Familiar y Estres
26,5,1,29.1,Presencial,1.26,2,0,5,10.6,5.9,6.3,4.5,62.5,3.9,7.0,6.9,8.2,7.57,Riesgo,2,2,3,2.112615047456609,0.11205985004505259,Riesgo por Ausentismo Laboral
19,10,1,28.1,Presencial,1.1,0,0,5,11.5,7.4,5.3,5.8,74.2,7.8,16.5,17.6,19.7,18.43,Aprobado,2,0,1,0.15222159194108897,-1.116449450722678,Trabajador Esforzado
23,1,1,32.0,Remoto,0.24,0,0,7,10.9,6.0,4.5,7.9,83.3,6.7,12.9,13.7,10.2,11.79,Aprobado,3,0,1,-0.05431619624117005,-0.9238107628280346,Trabajador Esforzado
32,9,1,33.7,Presencial,1.61,4,0,6,7.5,5.5,9.1,4.2,77.9,7.6,9.5,10.4,6.7,8.37,Riesgo,2,2,0,1.8244044585371422,2.266266764711556,Vulnerable por Carga Familiar y Estres
18,9,0,0.0,No aplica,0.24,2,0,4,22.5,7.0,2.0,6.2,87.8,7.3,13.9,18.6,19.5,18.11,Aprobado,1,0,2,-2.590961634666868,1.0123915845950253,Estudiante de Alto Rendimiento
31,9,1,41.3,Hibrido,0.83,3,1,5,5.5,4.8,9.7,3.3,86.4,5.9,12.5,10.8,7.2,9.34,Riesgo,0,2,0,2.1812082505107973,1.793214701597694,Vulnerable por Carga Familiar y Estres
28,5,1,32.7,Presencial,1.54,0,0,7,11.7,6.6,3.7,7.2,71.8,8.9,9.7,12.2,13.1,12.15,Aprobado,2,0,1,-0.18665081969751388,-1.475792608943664,Trabajador Esforzado
22,6,0,0.0,No aplica,0.2,1,0,7,21.6,6.3,1.3,8.6,92.8,7.6,13.9,16.6,20.0,17.76,Aprobado,1,0,2,-3.1043330445496236,0.37292328145363585,Estudiante de Alto Rendimiento
29,4,1,30.7,Presencial,2.01,0,0,4,8.1,6.0,6.1,5.5,73.9,4.8,9.6,10.7,10.5,10.38,Riesgo,2,2,3,1.321296023258324,-1.0264248542460532,Riesgo por Ausentismo Laboral
30,3,0,0.0,No aplica,0.33,0,0,7,18.1,6.8,2.8,8.2,92.3,6.5,12.9,13.0,19.4,16.18,Aprobado,1,0,2,-2.3777705567866803,-0.20160233020529025,Estudiante de Alto Rendimiento
18,9,1,33.4,Presencial,1.87,0,0,5,13.2,5.9,6.4,6.1,70.8,4.5,11.1,11.3,7.6,9.41,Riesgo,2,2,3,1.303634271815062,-1.1470968515304063,Riesgo por Ausentismo Laboral
19,6,0,0.0,No aplica,0.05,2,0,4,22.1,6.8,4.3,6.5,91.7,7.7,13.7,11.8,18.3,15.43,Aprobado,1,0,2,-2.329208624716537,1.3838080516033555,Estudiante de Alto Rendimiento
27,8,0,0.0,No aplica,0.28,1,0,5,16.5,7.0,1.2,8.6,84.9,8.1,11.5,11.1,16.7,13.98,Aprobado,1,0,2,-2.4723095574270006,0.07074935961823646,Estudiante de Alto Rendimiento
32,2,1,34.0,Presencial,1.66,2,1,5,8.7,5.9,6.6,5.2,83.0,5.2,9.0,11.3,8.6,9.49,Riesgo,2,2,0,1.2173477928200733,0.7562469189679085,Vulnerable por Carga Familiar y Estres
18,8,1,29.7,Presencial,1.48,0,0,3,11.4,6.5,5.1,6.3,75.8,6.6,11.6,10.9,11.7,11.44,Aprobado,2,0,1,0.34690373371086597,-1.0838785664929822,Trabajador Esforzado
27,7,1,33.3,Presencial,1.2,4,0,4,9.8,5.0,8.7,4.4,85.9,5.2,11.7,9.7,9.9,10.2,Riesgo,2,2,0,1.6813318197181855,2.5669538313124174,Vulnerable por Carga Familiar y Estres
20,10,1,36.9,Presencial,1.66,0,1,3,3.8,4.6,5.9,6.8,74.1,6.4,11.2,12.1,8.9,10.32,Riesgo,2,2,3,1.446327943491304,-1.1861283736629347,Riesgo por Ausentismo Laboral
27,2,0,0.0,No aplica,0.54,4,0,6,21.5,6.5,3.3,7.7,93.9,6.0,11.7,11.7,13.7,12.7,Aprobado,1,0,2,-1.997899899332631,2.867807689974792,Estudiante de Alto Rendimiento
27,6,1,8.0,Presencial,1.25,1,1,5,23.5,6.1,3.0,7.4,100.0,4.9,13.3,14.6,17.3,15.69,Aprobado,2,0,2,-2.386227769124205,0.7206457807097553,Estudiante de Alto Rendimiento
19,6,1,43.4,Presencial,1.34,0,0,3,29.499999999999996,6.4,7.1,4.7,75.5,5.1,7.5,11.7,7.5,8.76,Riesgo,2,2,1,0.20115189231015262,-1.0985088465991326,Trabajador Esforzado
28,6,0,0.0,No aplica,0.19,2,0,5,22.9,6.3,5.8,6.5,96.2,6.1,12.2,12.6,14.4,13.42,Aprobado,1,0,2,-1.9339392818333734,1.7351668091145385,Estudiante de Alto Rendimiento
31,1,1,23.4,Hibrido,1.29,1,1,5,9.1,4.9,5.0,6.6,74.5,6.5,10.8,10.5,14.0,12.31,Aprobado,0,0,1,0.5034870520785686,-0.28784190541984744,Trabajador Esforzado
30,5,1,21.0,Presencial,1.3,0,0,6,14.3,6.5,4.5,6.4,84.0,5.3,12.5,10.7,15.6,13.51,Aprobado,2,0,1,-0.39497955729968653,-0.6709899956920139,Trabajador Esforzado
18,3,1,27.3,Hibrido,0.09,0,1,7,9.7,7.3,3.0,7.0,83.7,5.6,11.7,10.7,11.8,11.45,Aprobado,0,0,1,-0.22732199020484664,-0.9590591524695922,Trabajador Esforzado
21,7,1,25.5,Presencial,1.59,4,0,7,1.5,6.4,7.9,4.7,82.9,6.1,12.4,11.6,10.2,11.06,Aprobado,2,0,0,1.8303019700267957,2.497245939201787,Vulnerable por Carga Familiar y Estres
21,3,1,24.1,Presencial,1.36,4,0,5,15.5,4.7,7.0,4.5,85.6,6.0,12.0,9.5,10.3,10.4,Riesgo,2,2,0,0.43071897475709503,2.526845868289327,Vulnerable por Carga Familiar y Estres
24,5,1,24.5,Remoto,0.55,1,0,3,14.4,5.8,5.3,4.6,87.1,5.9,10.2,12.8,11.7,11.73,Aprobado,3,0,1,-0.2683345660862631,0.18470256534285956,Trabajador Esforzado
20,7,1,34.2,Remoto,0.19,0,0,3,14.0,5.8,2.9,9.0,82.8,7.3,10.3,10.9,10.7,10.68,Riesgo,3,2,1,-0.6714360251529123,-1.1616429295141462,Trabajador Esforzado
30,1,1,46.2,Presencial,1.53,0,0,3,6.3,5.8,6.6,7.0,77.6,5.8,11.7,12.7,9.6,10.95,Riesgo,2,2,3,1.6701190220276105,-1.14282114428413,Riesgo por Ausentismo Laboral
29,8,0,0.0,No aplica,0.28,0,0,3,21.3,6.6,2.0,8.1,78.8,7.5,11.7,13.2,17.4,15.0,Aprobado,1,0,2,-2.360043737535661,-0.7864499179834378,Estudiante de Alto Rendimiento
30,8,0,0.0,No aplica,0.11,1,0,6,20.0,5.5,3.3,7.7,85.9,7.0,11.9,13.5,16.5,14.68,Aprobado,1,0,2,-2.0871651309935983,0.3501779443539312,Estudiante de Alto Rendimiento
20,1,1,27.0,Presencial,0.93,0,0,7,7.8,6.4,5.8,5.6,76.3,4.8,11.2,10.8,9.1,10.03,Riesgo,2,2,3,1.044809915945289,-0.9060062079613495,Riesgo por Ausentismo Laboral
18,1,1,30.8,Remoto,0.4,0,0,6,11.3,7.5,4.2,7.2,75.0,3.9,10.7,12.3,12.7,12.18,Aprobado,3,0,3,0.80784114293869,-1.169187694413726,Riesgo por Ausentismo Laboral
31,9,1,33.4,Remoto,0.41,2,0,6,11.2,5.5,7.6,4.9,80.6,5.8,13.2,14.6,10.4,12.22,Aprobado,3,0,0,1.2166382051330824,0.7740485518239599,Vulnerable por Carga Familiar y Estres
22,3,1,24.7,Hibrido,0.2,4,0,4,6.2,5.0,9.3,4.1,82.4,7.0,10.4,11.4,7.6,9.3,Riesgo,0,2,0,1.5907740703005917,2.6218902272986098,Vulnerable por Carga Familiar y Estres
27,9,1,26.6,Remoto,0.41,0,0,6,11.9,7.6,4.1,5.8,89.3,8.0,13.0,11.5,13.4,12.75,Aprobado,3,0,1,-0.9549067257950685,-0.682875300720648,Trabajador Esforzado
31,5,1,36.8,Presencial,2.61,0,0,5,13.6,7.7,5.1,8.0,77.9,5.7,13.3,15.3,15.6,15.05,Aprobado,2,0,1,0.5006606589563718,-1.117814516043455,Trabajador Esforzado
18,4,1,38.7,Remoto,0.22,1,0,4,5.9,5.7,6.9,4.1,80.5,2.8,8.0,7.4,7.4,7.52,Riesgo,3,2,3,2.1523482308200603,-0.07222293321942652,Riesgo por Ausentismo Laboral
18,3,1,30.5,Presencial,1.76,0,0,3,6.6,6.6,7.2,5.9,72.9,6.8,8.9,11.4,8.8,9.6,Riesgo,2,2,3,1.2887987061615431,-0.9855237768020833,Riesgo por Ausentismo Laboral
18,7,0,0.0,No aplica,0.29,0,0,5,20.9,7.3,1.9,7.2,79.7,8.4,12.5,14.1,20.0,16.73,Aprobado,1,0,2,-2.587500467617571,-0.7840942539319761,Estudiante de Alto Rendimiento
20,2,1,27.6,Remoto,0.37,0,0,5,15.8,7.1,2.2,5.8,80.3,7.1,12.5,11.4,18.6,15.22,Aprobado,3,0,1,-1.0081999162704853,-1.2007902878567616,Trabajador Esforzado
18,5,1,18.5,Remoto,0.29,0,0,5,15.8,5.7,5.3,7.1,73.6,5.2,10.4,11.3,11.5,11.22,Aprobado,3,0,1,0.10765032317154316,-0.9094965053802976,Trabajador Esforzado
30,4,1,30.6,Presencial,2.23,2,0,5,8.9,6.1,8.2,4.7,76.4,4.0,10.7,9.6,8.1,9.07,Riesgo,2,2,0,2.017139345440506,0.776243766297049,Vulnerable por Carga Familiar y Estres
27,2,1,32.0,Presencial,1.96,0,0,6,9.9,5.5,8.5,3.0,74.4,4.4,9.6,8.7,5.2,7.13,Riesgo,2,2,3,1.8154946454964889,-0.7716546548292075,Riesgo por Ausentismo Laboral
32,4,1,27.8,Remoto,0.55,2,0,7,7.7,6.5,5.6,6.6,79.0,6.2,14.8,16.7,11.9,13.92,Aprobado,3,0,0,0.8528500122813598,0.5994672575007602,Vulnerable por Carga Familiar y Estres
30,6,1,31.9,Presencial,3.06,0,0,5,2.7,7.7,7.0,4.8,71.4,5.2,12.5,9.8,7.6,9.24,Riesgo,2,2,3,1.9960141881318323,-1.0512381449695705,Riesgo por Ausentismo Laboral
32,7,1,33.3,Presencial,1.88,1,1,4,7.9,6.5,7.2,6.9,75.3,6.5,10.1,10.8,9.7,10.11,Riesgo,2,2,3,1.353705465373215,-0.20686322411450003,Riesgo por Ausentismo Laboral
21,1,1,32.1,Presencial,1.32,1,0,4,4.0,5.6,6.9,3.8,65.5,3.9,10.2,11.6,6.4,8.72,Riesgo,2,2,3,2.567346415180788,-0.5100295815361666,Riesgo por Ausentismo Laboral
22,9,0,0.0,No aplica,0.36,2,1,7,16.6,7.7,2.0,7.3,91.3,7.9,12.1,13.4,15.8,14.34,Aprobado,1,0,2,-2.444583388090174,1.1237368004040995,Estudiante de Alto Rendimiento
30,9,1,28.0,Presencial,1.92,0,0,5,12.0,5.9,5.8,6.7,79.8,5.2,11.4,10.0,11.6,11.08,Aprobado,2,0,3,0.5086899274367407,-0.8078840728984266,Riesgo por Ausentismo Laboral
21,7,1,33.3,Remoto,0.2,1,1,7,11.9,6.5,4.8,6.0,74.4,5.3,10.4,11.8,11.6,11.42,Aprobado,3,0,3,0.8274395935416365,-0.4649571945691592,Riesgo por Ausentismo Laboral
18,10,1,42.6,Presencial,1.85,3,1,6,6.3,5.0,9.4,3.0,76.4,5.8,7.1,7.1,4.7,5.9,Desercion,2,1,0,2.5974880733157146,1.3850698327755366,Vulnerable por Carga Familiar y Estres
28,5,1,27.8,Hibrido,1.16,0,0,5,7.5,5.5,5.9,6.0,68.6,6.3,9.7,9.5,8.2,8.89,Riesgo,0,2,3,1.1630030160266205,-1.2154818638003053,Riesgo por Ausentismo Laboral
30,9,0,0.0,No aplica,0.36,0,0,3,21.2,6.5,1.0,9.6,93.4,8.7,13.2,10.7,20.0,15.85,Aprobado,1,0,2,-3.527747064745112,-0.3979370236158255,Estudiante de Alto Rendimiento
32,8,1,37.0,Presencial,1.18,0,1,6,9.9,4.0875,5.9,5.7,72.7,6.9,12.1,14.0,11.5,12.37,Aprobado,2,0,3,0.9523759061150431,-1.2479916132720732,Riesgo por Ausentismo Laboral
31,6,1,28.4,Presencial,2.65,4,0,5,5.5,5.1,8.4,4.2,80.4,6.1,9.6,11.3,7.3,8.96,Riesgo,2,2,0,1.852455565317174,2.40885248255929,Vulnerable por Carga Familiar y Estres
19,2,0,0.0,No aplica,0.32,0,0,3,22.2,8.5875,1.3,7.6,82.0,6.8,13.8,15.3,20.0,17.35,Aprobado,1,0,2,-2.5846046616784544,-0.7312369849352722,Estudiante de Alto Rendimiento
29,6,1,39.6,Hibrido,0.99,0,0,4,8.5,4.0875,7.7,4.3,67.7,5.6,11.3,9.4,9.9,10.03,Riesgo,0,2,3,2.0524249578463034,-1.2561114996453875,Riesgo por Ausentismo Laboral
30,10,1,41.0,Remoto,0.06,4,0,5,4.8,4.3,9.4,2.7,81.7,6.1,9.3,7.9,4.8,6.63,Desercion,3,1,0,2.464496064537491,2.3331199952482526,Vulnerable por Carga Familiar y Estres
28,10,1,33.7,Remoto,0.12,0,1,7,3.5,7.8,5.6,7.2,81.9,4.3,10.0,11.3,8.1,9.44,Riesgo,3,2,3,1.376065857254495,-0.8381627927765959,Riesgo por Ausentismo Laboral
30,5,1,48.0,Remoto,0.05,0,0,6,8.2,5.1,7.3,5.7,60.7,5.5,11.5,11.3,8.2,9.79,Riesgo,3,2,3,2.6124224843477784,-1.6959887552294433,Riesgo por Ausentismo Laboral
30,3,0,0.0,No aplica,0.26,1,1,4,23.4,6.6,4.8,5.1,100.0,8.0,14.7,18.7,19.8,18.45,Aprobado,1,0,2,-2.9025956162981195,0.987652272238927,Estudiante de Alto Rendimiento
24,8,1,47.0,Hibrido,1.06,0,0,7,10.3,5.9,7.3,4.4,59.7,6.1,7.8,9.4,6.0,7.38,Riesgo,0,2,3,2.34266167796428,-1.7261670048749602,Riesgo por Ausentismo Laboral
18,1,1,36.1,Remoto,0.46,0,0,6,10.9,4.9,4.8,7.1,74.1,4.2,8.8,7.7,8.6,8.37,Riesgo,3,2,3,1.1176940876058172,-1.2400283090070963,Riesgo por Ausentismo Laboral
24,2,1,40.7,Presencial,2.19,0,1,7,5.7,7.0,6.4,6.2,86.1,7.5,13.5,12.0,11.4,12.0,Aprobado,2,0,1,0.7248367433127177,-0.7988250544539489,Trabajador Esforzado
21,6,1,27.4,Presencial,0.76,1,0,5,10.6,6.2,9.4,3.8,80.1,9.0,10.4,11.8,12.5,11.87,Aprobado,2,0,1,0.6805101964643104,0.2478091770146499,Trabajador Esforzado
19,10,1,36.8,Remoto,0.4,1,1,7,1.0,5.7,5.4,5.8,76.0,4.3,11.5,12.6,8.8,10.48,Riesgo,3,2,3,2.0251228195212625,-0.3874688935054166,Riesgo por Ausentismo Laboral
19,4,1,41.4,Remoto,0.43,0,0,7,8.0,6.9,6.5,5.5,74.0,5.6,10.1,12.4,10.6,11.04,Aprobado,3,0,3,1.5825853604970814,-1.1905224202882028,Riesgo por Ausentismo Laboral
28,5,1,21.3,Remoto,0.48,1,0,6,15.0,5.3,7.4,4.5,78.1,8.9,12.0,13.2,19.7,16.21,Aprobado,3,0,1,-0.16547437059384215,0.0790481822012271,Trabajador Esforzado
25,4,1,28.7,Presencial,1.85,3,0,7,4.6,6.1,6.4,6.6,76.2,6.7,7.3,7.5,2.0,4.71,Riesgo,2,2,0,1.4403575527224775,1.2942156223832575,Vulnerable por Carga Familiar y Estres
26,5,0,0.0,No aplica,0.13,0,0,5,16.0,6.4,4.1,7.5,100.0,7.5,15.1,14.7,20.0,17.43,Aprobado,1,0,2,-2.5180770319638386,0.18712240351844947,Estudiante de Alto Rendimiento
29,1,1,28.6,Presencial,1.59,4,1,3,8.0,4.9,10.0,3.8,81.4,3.9,8.3,6.5,3.9,5.56,Desercion,2,1,0,2.4445370322213273,2.6555374082542453,Vulnerable por Carga Familiar y Estres
26,6,1,23.5,Presencial,1.64,4,1,4,6.4,7.7,6.7,4.3,78.9,4.2,9.0,11.6,10.4,10.48,Riesgo,2,2,0,1.7338383183412498,2.3057941070171255,Vulnerable por Carga Familiar y Estres
27,6,0,0.0,No aplica,0.51,0,0,3,25.9,7.1,1.0,7.9,95.1,9.1,14.1,15.3,20.0,17.41,Aprobado,1,0,2,-4.047073645856043,-0.34576482542860026,Estudiante de Alto Rendimiento
19,4,0,0.0,No aplica,0.32,1,1,4,20.9,7.7,3.3,6.6,97.5,3.6,10.0,5.3,11.7,9.44,Riesgo,1,2,2,-1.9835056814024772,0.83475959942013,Estudiante de Alto Rendimiento
30,3,1,43.7,Presencial,1.82,2,1,6,2.3,5.4,8.6,3.9,75.2,8.6,12.0,13.3,9.3,11.04,Aprobado,2,0,0,2.0923292607756663,0.4416646071050291,Vulnerable por Carga Familiar y Estres
24,8,1,18.5,Presencial,2.13,2,1,3,14.7,5.5,6.2,5.8,81.3,8.3,11.9,12.5,16.8,14.53,Aprobado,2,0,1,-0.3967843428956109,0.8673385199322864,Trabajador Esforzado
20,2,1,34.4,Remoto,0.1,2,1,6,11.0,4.0875,8.0,6.2,87.6,4.2,9.3,8.9,3.9,6.48,Riesgo,3,2,0,1.3579606793895718,1.0807990836013617,Vulnerable por Carga Familiar y Estres
30,1,1,36.4,Presencial,1.49,0,0,6,20.2,5.8,5.0,6.5,71.7,7.7,10.6,11.7,15.5,13.38,Aprobado,2,0,1,-0.159392449802419,-1.3836176457209064,Trabajador Esforzado
29,1,1,27.3,Presencial,2.94,3,1,5,8.7,4.7,6.8,3.9,74.9,7.2,11.8,12.4,10.4,11.28,Aprobado,2,0,0,1.1312961111536646,1.304772555580135,Vulnerable por Carga Familiar y Estres
18,9,1,31.4,Remoto,0.31,0,0,6,17.6,6.3,4.2,7.4,68.9,6.4,8.9,10.9,15.6,12.85,Aprobado,3,0,1,0.11247020727686552,-1.4495843634403316,Trabajador Esforzado
20,4,1,32.2,Remoto,0.15,1,0,5,29.499999999999996,5.0,5.3,4.8,85.4,7.3,10.0,11.8,10.7,10.89,Riesgo,3,2,1,-1.3721939331273998,-0.043285360128399585,Trabajador Esforzado
18,2,1,19.2,Presencial,1.72,3,1,6,14.3,6.6,6.3,6.0,87.1,8.3,12.4,13.6,13.6,13.36,Aprobado,2,0,0,-0.47664383263569426,1.808679411666264,Vulnerable por Carga Familiar y Estres
22,9,1,21.7,Presencial,2.61,0,0,6,9.4,8.3,6.1,5.2,83.3,5.4,12.2,11.5,14.8,13.29,Aprobado,2,0,3,0.35760366026904783,-0.5429806604649678,Riesgo por Ausentismo Laboral
19,2,1,31.4,Remoto,0.0,1,0,5,16.1,8.3,1.7,8.7,78.8,6.5,10.3,13.0,14.3,13.11,Aprobado,3,0,1,-0.694975677594235,-0.6248894766658175,Trabajador Esforzado
28,4,1,30.8,Presencial,1.9,1,0,6,9.8,6.5,7.5,5.4,82.1,3.4,8.2,5.1,3.7,5.02,Riesgo,2,2,3,1.534083086925455,0.17727012196928288,Riesgo por Ausentismo Laboral
25,1,0,0.0,No aplica,0.29,3,0,6,24.7,6.5,3.6,7.2,89.8,9.0,12.2,13.8,20.0,16.58,Aprobado,1,0,2,-2.7407251105663635,1.9526697759220448,Estudiante de Alto Rendimiento
32,7,1,23.6,Presencial,1.07,0,1,5,18.3,5.9,4.5,5.5,90.5,10.0,11.7,11.1,17.0,14.17,Aprobado,2,0,1,-1.927987657679822,-0.5864038363651427,Trabajador Esforzado
29,7,0,0.0,No aplica,0.33,1,0,7,21.0,6.3,3.3,6.6,97.8,9.9,13.8,14.6,20.0,17.14,Aprobado,1,0,2,-3.3522373642493095,0.7115857401158019,Estudiante de Alto Rendimiento
27,8,0,0.0,No aplica,0.66,0,0,4,22.4,6.3,1.1,8.9,91.6,7.9,8.7,11.8,16.3,13.43,Aprobado,1,0,2,-3.338528271191121,-0.4343641709931517,Estudiante de Alto Rendimiento
25,3,1,29.4,Presencial,2.08,0,0,3,9.4,7.6,4.9,6.5,76.7,6.1,13.0,12.2,12.7,12.61,Aprobado,2,0,3,0.5071985860455688,-1.0569556249583207,Riesgo por Ausentismo Laboral
18,4,0,0.0,No aplica,0.45,0,0,7,19.8,6.8,2.8,9.3,86.0,6.3,10.9,11.4,14.4,12.8,Aprobado,1,0,2,-2.1606382152067334,-0.42118696454797694,Estudiante de Alto Rendimiento
19,10,1,24.4,Presencial,1.5,1,0,7,5.1,8.2,4.8,6.5,83.1,5.6,8.2,10.9,11.6,10.71,Riesgo,2,2,3,0.571885070194,-0.0022448850130681445,Riesgo por Ausentismo Laboral
27,9,1,31.5,Remoto,0.41,1,0,5,14.3,5.4,6.2,6.4,96.3,7.9,11.7,10.5,18.1,14.54,Aprobado,3,0,1,-0.7082103550186847,0.43762189591328265,Trabajador Esforzado
18,1,1,27.2,Presencial,0.61,0,0,4,13.3,6.3,3.2,6.9,72.5,9.5,12.8,14.8,14.4,14.2,Aprobado,2,0,1,-0.753769609821433,-1.4170256378194,Trabajador Esforzado
18,7,1,34.7,Remoto,0.32,0,1,4,16.0,5.1,6.6,4.5,85.4,6.7,11.3,11.5,16.9,14.16,Aprobado,3,0,1,0.009291291434088522,-0.677174664654681,Trabajador Esforzado
21,9,1,23.7,Hibrido,0.62,0,0,5,8.6,7.0,5.7,7.0,76.5,6.4,9.4,12.6,15.6,13.46,Aprobado,0,0,3,0.5058143492534642,-0.8839334203373328,Riesgo por Ausentismo Laboral
