edad,ciclo,trabaja,horas_trabajo_semanal,modalidad_trabajo,tiempo_transporte,carga_familiar,tiene_beca,num_cursos_matriculados,horas_estudio_semanal,horas_sueno,nivel_estres,salud_mental_autopercibida,asistencia_pct,entendimiento_curso,T1,T2,examen_final,nota_final,situacion_academica
32,2,1,29.7,Presencial,1.32,0,1,3,5.8,6.8,5.8,5.8,76.1,9.6,12.9,16.2,13.8,14.34,Aprobado
32,9,1,35.6,Presencial,1.84,1,1,4,4.3,5.7,4.4,6.4,71.4,5.0,9.1,10.6,8.6,9.3,Riesgo
23,2,1,25.4,Hibrido,1.39,1,0,7,9.0,5.5,6.2,5.1,71.1,6.6,9.4,6.2,9.7,8.59,Riesgo
30,6,1,31.0,Presencial,1.7,1,1,7,8.3,6.5,7.6,5.6,74.2,2.7,7.9,6.1,5.1,5.96,Riesgo
28,10,1,28.6,Hibrido,0.63,0,0,4,17.7,5.9,3.4,8.1,75.2,6.0,8.2,8.7,14.4,11.45,Aprobado
31,7,1,18.3,Presencial,2.15,3,0,5,8.5,7.0,5.0,7.4,75.1,6.5,10.3,12.1,10.9,11.14,Aprobado
31,5,1,31.0,Hibrido,0.3,1,1,3,12.1,5.7,8.3,3.4,85.2,3.6,10.2,10.9,9.4,10.01,Riesgo
27,3,1,26.5,Presencial,1.61,2,0,3,13.3,5.8,7.4,6.0,79.4,8.0,10.0,9.0,14.4,11.9,Aprobado
23,1,1,28.1,Hibrido,1.16,1,0,3,13.8,7.1,5.9,3.9,84.4,7.2,8.8,11.3,13.1,11.7,Aprobado
27,2,1,32.9,Presencial,2.03,2,0,3,9.8,5.2,7.4,4.9,74.3,4.1,9.3,10.5,7.8,8.91,Riesgo
22,10,1,40.2,Hibrido,0.93,0,0,3,7.0,5.0,5.7,6.7,65.6,5.7,9.0,11.4,7.2,8.82,Riesgo
23,2,0,0.0,No aplica,0.42,0,0,4,22.0,6.3,1.5,7.1,93.9,5.6,8.1,9.0,17.3,12.97,Aprobado
27,1,0,0.0,No aplica,0.24,1,0,6,15.4,7.2,5.2,4.8,87.0,6.5,8.1,10.9,15.9,12.84,Aprobado
26,9,1,23.9,Presencial,2.02,1,1,6,13.3,7.9,4.4,6.5,81.3,7.4,13.2,14.0,16.2,14.94,Aprobado
26,5,1,23.4,Remoto,0.4,0,0,6,13.3,6.7,6.1,7.3,73.9,5.5,9.1,6.9,10.8,9.29,Riesgo
23,4,1,25.2,Remoto,0.49,1,0,6,8.2,5.7,5.7,7.6,79.6,5.2,11.8,13.3,12.6,12.65,Aprobado
24,8,1,28.4,Remoto,0.14,3,0,6,9.1,5.4,7.8,5.9,83.1,5.5,11.5,11.7,7.7,9.66,Riesgo
18,6,1,34.7,Remoto,0.4,3,0,4,10.6,6.1,5.1,5.2,72.4,6.0,13.5,14.2,9.8,11.86,Aprobado
27,10,1,32.6,Hibrido,0.45,0,0,4,12.2,4.9,5.7,5.9,69.8,6.0,11.6,7.6,9.2,9.2,Riesgo
26,5,1,21.5,Hibrido,1.0,0,1,5,11.5,5.1,4.8,8.6,85.7,7.1,10.4,11.1,13.7,12.26,Aprobado
32,8,0,0.0,No aplica,0.69,3,0,6,15.3,6.9,2.6,8.5,82.9,6.9,12.1,11.6,13.3,12.55,Aprobado
25,9,1,37.6,Presencial,1.96,4,0,5,6.5,6.3,8.9,2.6,78.8,8.7,9.1,12.4,8.8,9.94,Riesgo
25,5,1,22.8,Presencial,1.98,0,0,7,14.8,7.2,3.4,7.9,79.9,7.0,13.4,13.1,16.3,14.76,Aprobado
19,3,1,39.8,Remoto,0.18,0,0,4,16.5,6.3,4.8,5.6,76.0,6.4,13.7,13.5,12.7,13.14,Aprobado
20,10,1,32.6,Hibrido,0.0,0,0,6,14.5,7.2,3.2,7.0,82.4,4.7,8.7,9.3,11.6,10.33,Riesgo
23,3,0,0.0,No aplica,0.33,1,0,6,23.4,6.7,1.2,9.1,91.5,10.0,13.5,15.5,20.0,17.35,Aprobado
23,1,0,0.0,No aplica,0.09,2,1,6,15.5,6.6,3.9,6.5,92.2,4.9,11.1,11.8,17.1,14.31,Aprobado
23,6,0,0.0,No aplica,0.64,0,0,3,20.0,7.1,1.0,7.9,86.9,9.1,11.9,12.3,20.0,16.07,Aprobado
23,10,1,34.4,Presencial,1.95,1,0,3,2.2,6.5,7.4,6.0,75.5,5.1,10.5,11.5,12.0,11.55,Aprobado
29,1,1,31.5,Hibrido,1.07,0,1,6,11.0,9.4,2.1,8.6,81.1,7.3,10.5,11.6,11.7,11.43,Aprobado
19,9,1,27.3,Remoto,0.27,0,0,7,11.9,6.3,4.3,7.0,90.3,5.4,9.9,10.1,10.8,10.41,Riesgo
22,9,1,13.8,Presencial,1.01,1,1,5,4.9,7.0,6.1,7.8,71.7,4.6,14.5,12.8,14.0,13.74,Aprobado
20,10,1,34.2,Presencial,0.9,1,0,3,12.3,7.5,5.9,6.0,83.3,6.8,11.4,13.4,15.4,14.0,Aprobado
22,5,1,27.0,Presencial,1.64,0,0,7,9.0,7.0,4.6,6.8,80.2,4.4,5.9,8.0,5.9,6.53,Riesgo
28,3,1,36.2,Remoto,0.22,0,0,7,12.7,4.8,4.0,6.5,75.7,4.7,9.5,7.6,9.9,9.13,Riesgo
18,6,1,33.9,Remoto,0.08,0,0,7,8.7,7.7,3.5,6.1,69.2,7.6,11.1,11.6,13.2,12.3,Aprobado
23,2,1,27.2,Presencial,2.55,3,0,5,2.4,6.4,7.0,3.7,75.1,8.3,14.7,17.2,13.9,15.05,Aprobado
18,9,1,38.2,Presencial,1.52,3,0,6,4.9,3.5,10.0,4.4,62.9,4.5,11.5,9.5,2.9,6.6,Desercion
32,7,1,31.6,Hibrido,0.99,1,0,3,2.9,6.0,7.7,4.3,71.5,4.0,9.9,10.0,7.0,8.48,Riesgo
28,5,1,31.3,Hibrido,1.35,4,0,3,11.4,5.2,8.8,6.7,82.7,8.4,9.4,8.8,9.6,9.32,Riesgo
21,6,1,28.9,Remoto,0.5,1,0,3,9.3,5.9,5.3,5.2,78.2,3.8,9.5,9.1,9.0,9.13,Riesgo
20,8,1,43.5,Presencial,1.01,0,0,5,16.1,5.8,7.3,4.2,76.5,6.0,9.4,9.6,12.3,10.91,Riesgo
19,6,1,24.3,Hibrido,1.88,1,0,7,13.3,6.9,5.9,6.1,88.2,9.0,12.7,14.6,17.3,15.57,Aprobado
25,9,1,27.4,Remoto,0.07,3,1,3,14.7,6.9,3.2,6.2,89.4,6.5,13.9,13.2,15.7,14.59,Aprobado
29,10,1,20.1,Hibrido,0.9,1,1,5,18.3,7.4,5.4,4.5,100.0,7.6,12.0,15.9,20.0,17.17,Aprobado
26,10,1,35.8,Presencial,1.23,4,0,6,14.0,6.8,7.8,5.4,75.6,7.8,11.6,10.1,10.7,10.7,Riesgo
31,7,1,25.3,Presencial,1.35,1,0,5,8.6,6.3,6.8,3.1,84.8,5.7,12.5,13.1,17.7,15.28,Aprobado
23,8,0,0.0,No aplica,0.54,3,0,3,2.6,5.3,6.4,5.7,83.0,5.0,11.0,8.5,8.9,9.2,Riesgo
22,4,1,25.9,Hibrido,1.11,2,0,7,12.4,4.2,5.3,6.3,82.2,7.5,8.9,10.5,14.0,11.93,Aprobado
25,1,1,30.5,Remoto,0.13,2,0,7,13.7,6.6,4.5,7.5,80.3,7.2,10.5,13.3,9.2,10.69,Riesgo
21,5,1,20.0,Presencial,2.02,4,1,5,12.4,6.0,5.0,6.7,86.6,7.2,6.7,9.3,9.2,8.73,Riesgo
32,9,1,12.1,Hibrido,1.22,0,1,7,15.2,8.0,2.3,10.0,88.7,8.6,13.7,12.3,20.0,16.43,Aprobado
20,2,1,33.7,Hibrido,0.5,1,0,7,9.6,6.5,5.9,5.4,79.6,5.9,12.5,16.1,8.5,11.58,Aprobado
25,6,1,13.1,Presencial,1.57,0,0,6,13.4,5.4,4.6,5.1,70.9,5.7,11.4,13.3,13.5,13.02,Aprobado
25,2,1,36.8,Remoto,0.24,3,0,7,10.0,5.3,6.7,8.1,85.3,4.9,11.3,10.9,12.3,11.68,Aprobado
18,5,0,0.0,No aplica,0.37,1,0,6,17.9,7.3,2.3,7.8,91.4,7.9,12.8,13.9,20.0,16.73,Aprobado
25,2,1,28.7,Presencial,2.43,0,1,6,14.5,5.5,5.5,5.1,84.9,5.1,12.0,12.4,10.5,11.37,Aprobado
24,8,1,40.4,Remoto,0.3,0,0,3,9.4,7.3,6.0,4.1,86.3,6.4,9.9,8.0,7.1,7.93,Riesgo
21,9,1,29.8,Presencial,1.55,0,0,3,16.3,5.9,4.7,6.1,77.1,5.6,10.1,9.3,10.8,10.21,Riesgo
19,8,1,42.8,Hibrido,1.03,1,0,3,8.3,5.6,7.4,4.2,75.9,8.1,12.4,12.6,10.3,11.41,Aprobado
18,8,1,26.4,Hibrido,1.1,0,0,7,8.1,5.3,3.9,6.1,83.0,7.3,14.4,16.9,15.8,15.85,Aprobado
18,3,1,11.1,Hibrido,0.85,4,0,5,9.8,8.0,4.6,4.4,81.0,6.5,11.8,11.0,13.2,12.26,Aprobado
25,6,1,29.4,Remoto,0.42,1,0,6,14.3,6.0,6.1,5.3,84.0,3.2,11.2,10.7,12.4,11.65,Aprobado
19,2,1,43.7,Presencial,1.39,4,0,5,0.0,5.8,10.0,3.9,66.5,4.7,8.7,10.3,6.2,7.93,Desercion
32,4,0,0.0,No aplica,0.0,0,0,5,14.5,6.6,1.9,7.0,77.7,6.4,11.1,13.0,18.6,15.42,Aprobado
21,6,0,0.0,No aplica,0.42,0,1,6,16.0,6.9,2.2,7.4,86.3,4.9,10.2,13.6,11.7,11.97,Aprobado
27,7,1,32.6,Presencial,1.84,3,0,6,2.7,6.3,8.0,4.1,63.7,5.5,7.8,9.6,5.1,6.99,Desercion
28,1,1,37.8,Remoto,0.75,1,0,7,11.9,6.3,7.9,4.7,66.9,5.7,10.2,10.8,6.5,8.53,Riesgo
25,9,1,29.3,Presencial,0.65,0,0,3,14.6,6.8,1.0,10.0,74.7,5.7,10.8,12.0,17.1,14.31,Aprobado
31,5,1,48.0,Presencial,1.11,3,1,4,5.7,6.3,10.0,3.7,90.6,4.9,11.9,14.2,7.0,10.14,Riesgo
19,9,1,25.9,Presencial,1.58,0,0,3,20.4,6.9,4.0,5.6,76.2,8.1,9.0,9.2,13.3,11.21,Aprobado
21,6,1,38.0,Remoto,0.5,0,1,5,6.7,6.7,3.3,7.1,79.2,3.9,9.5,11.4,10.5,10.57,Riesgo
21,6,1,36.1,Presencial,1.97,2,1,6,11.1,5.4,10.0,3.9,68.6,4.9,6.3,6.2,4.7,5.47,Riesgo
20,7,1,24.4,Remoto,0.36,2,0,3,17.4,5.9,2.6,6.3,85.4,10.0,14.2,14.4,20.0,17.16,Aprobado
22,9,1,26.6,Presencial,0.83,1,1,6,7.3,5.4,3.3,6.3,86.7,5.2,11.9,12.7,9.5,10.94,Riesgo
22,2,1,38.1,Remoto,0.47,0,0,3,8.2,5.8,4.8,5.4,69.5,8.9,13.5,13.6,16.2,14.88,Aprobado
29,6,1,31.2,Remoto,0.29,0,0,5,14.6,6.6,3.9,6.7,79.1,3.9,12.9,11.5,7.0,9.53,Riesgo
22,1,1,32.7,Remoto,0.04,0,0,7,11.2,6.6,6.1,5.3,74.6,4.1,10.6,10.2,14.1,12.23,Aprobado
31,5,1,16.9,Presencial,1.85,0,0,6,13.3,7.3,3.8,5.2,82.7,5.0,8.9,9.8,13.3,11.37,Aprobado
29,9,1,35.2,Presencial,0.63,0,0,6,12.2,7.4,4.5,5.9,76.9,6.8,12.8,13.9,13.5,13.48,Aprobado
31,9,1,32.3,Presencial,1.1,1,0,7,10.0,5.1,6.5,5.4,80.1,2.9,11.5,11.1,5.7,8.48,Riesgo
19,3,1,29.5,Remoto,0.79,3,0,5,8.7,4.5,7.9,5.7,75.3,6.3,12.2,12.8,10.2,11.38,Aprobado
32,4,0,0.0,No aplica,0.28,4,0,3,19.7,6.3,6.0,4.4,84.1,5.3,9.3,10.7,12.9,11.52,Aprobado
27,6,1,26.7,Hibrido,1.09,2,0,5,8.1,7.4,7.5,4.0,70.7,5.3,9.2,8.5,8.7,8.74,Riesgo
32,4,0,0.0,No aplica,0.22,0,0,4,19.6,8.3,1.1,7.3,80.2,10.0,13.9,15.4,20.0,17.4,Aprobado
23,2,1,28.1,Presencial,2.38,1,0,7,11.3,6.4,5.9,4.1,70.2,3.9,9.0,4.7,7.1,6.76,Riesgo
32,4,1,26.3,Hibrido,1.31,3,0,4,8.1,5.9,5.4,3.4,73.3,6.3,12.7,16.0,11.8,13.24,Aprobado
26,5,0,0.0,No aplica,0.17,0,0,5,32.2,7.1,1.6,8.6,92.5,7.5,11.5,16.7,20.0,17.31,Aprobado
19,6,1,37.3,Presencial,1.45,0,1,7,11.1,7.1,5.7,6.0,77.7,7.7,13.1,13.6,13.3,13.35,Aprobado
24,10,1,22.3,Remoto,0.22,0,0,6,14.1,5.9,4.4,7.0,72.8,6.7,12.2,11.2,13.9,12.75,Aprobado
20,6,1,46.3,Hibrido,0.9,1,0,3,5.5,5.4,8.2,4.8,78.4,2.7,6.9,8.3,4.3,6.02,Riesgo
32,4,1,26.5,Presencial,1.29,4,0,7,12.2,5.9,9.5,3.3,81.9,8.8,12.0,10.1,11.1,10.98,Riesgo
22,7,1,30.2,Presencial,2.0,1,0,4,13.7,7.1,5.3,5.4,74.9,6.5,12.4,14.9,12.8,13.35,Aprobado
21,8,1,37.2,Remoto,0.2,1,1,6,12.7,6.6,5.9,6.8,79.1,6.3,10.6,12.1,11.9,11.7,Aprobado
26,5,1,14.2,Presencial,1.69,1,0,7,12.8,5.1,7.6,5.5,76.2,5.3,11.3,10.0,11.5,11.01,Aprobado
24,5,1,28.1,Remoto,0.53,3,0,7,7.0,6.7,6.5,5.3,77.9,6.5,11.7,9.8,7.2,8.88,Riesgo
19,3,1,25.4,Remoto,0.25,0,0,6,18.6,6.4,4.1,5.7,85.1,5.3,9.3,6.0,11.7,9.51,Riesgo
30,9,0,0.0,No aplica,0.11,1,0,6,19.2,7.5,6.1,5.7,86.6,7.9,15.0,15.8,20.0,17.74,Aprobado
30,9,1,33.0,Presencial,1.95,3,0,3,0.0,5.9,9.2,4.1,71.0,2.7,8.1,5.2,4.2,5.28,Desercion
29,2,0,0.0,No aplica,0.27,3,0,7,15.6,7.1,6.5,4.8,88.6,6.5,9.8,10.1,15.4,12.69,Aprobado
27,4,1,29.0,Hibrido,1.61,0,0,7,6.2,6.5,5.6,6.2,68.5,5.7,11.6,11.4,9.4,10.44,Riesgo
24,3,1,38.5,Presencial,2.44,0,0,4,5.4,5.8,6.6,5.9,60.3,4.8,8.8,7.9,7.7,7.98,Riesgo
26,10,1,32.4,Presencial,1.74,3,0,3,2.0,5.4,6.1,6.1,81.7,4.1,9.8,7.7,8.2,8.37,Riesgo
25,1,1,30.3,Presencial,1.27,3,0,7,10.1,5.8,8.2,5.4,81.4,3.8,10.4,10.4,5.8,8.1,Riesgo
20,3,1,31.2,Presencial,2.03,0,0,5,8.8,5.4,6.6,6.2,84.4,5.8,11.7,12.0,10.8,11.34,Aprobado
19,4,1,44.7,Presencial,2.06,0,0,3,6.0,5.7,7.2,6.1,67.8,5.2,7.1,7.6,6.2,6.8,Riesgo
21,6,1,31.4,Presencial,1.91,0,0,4,16.1,6.0,6.2,5.1,78.3,6.5,10.8,14.3,17.0,14.95,Aprobado
24,3,1,25.9,Remoto,0.29,1,1,6,17.1,7.1,5.3,6.9,84.7,6.3,10.9,15.0,15.9,14.63,Aprobado
20,6,1,14.7,Remoto,0.31,0,0,6,17.4,7.2,1.4,8.7,89.0,6.1,11.5,12.1,15.9,13.88,Aprobado
19,8,1,18.5,Hibrido,1.24,0,0,6,6.5,8.4,4.9,7.1,84.7,7.4,12.7,14.7,12.6,13.25,Aprobado
30,9,1,26.3,Hibrido,0.92,2,0,4,2.0,5.0,9.4,3.9,84.8,6.2,13.1,12.0,7.8,10.12,Riesgo
23,1,0,0.0,No aplica,0.16,0,0,6,24.3,6.8,1.1,8.9,93.0,8.2,13.1,11.5,19.4,15.77,Aprobado
26,2,1,25.6,Presencial,1.29,4,1,7,10.5,6.9,5.7,4.8,88.1,8.1,9.8,11.9,11.1,11.08,Aprobado
25,1,1,32.8,Hibrido,1.53,0,0,3,14.7,6.4,6.6,5.8,80.8,7.6,11.7,9.7,14.8,12.65,Aprobado
29,10,1,25.5,Presencial,1.22,0,0,5,20.7,6.1,3.6,8.2,87.3,9.1,13.5,16.2,18.6,16.86,Aprobado
29,7,1,22.7,Presencial,0.54,3,0,6,11.2,5.4,6.4,7.1,85.6,6.8,12.1,12.4,11.4,11.84,Aprobado
22,6,0,0.0,No aplica,0.0,0,1,4,23.1,7.6,1.0,8.3,91.1,10.0,15.8,15.9,20.0,17.93,Aprobado
30,8,0,0.0,No aplica,0.4,0,1,6,19.3,7.3,2.6,9.4,86.4,8.0,11.1,10.5,18.4,14.57,Aprobado
23,6,1,21.1,Presencial,1.2,0,1,7,12.9,6.3,4.3,6.5,84.6,6.7,11.0,11.8,14.3,12.89,Aprobado
30,3,1,31.9,Presencial,0.63,1,1,7,13.0,6.9,6.9,5.9,78.2,7.2,11.8,11.4,12.6,12.08,Aprobado
24,6,1,14.8,Presencial,2.03,1,0,6,14.1,8.4,4.5,6.6,75.2,5.3,12.1,9.2,13.2,11.78,Aprobado
19,8,0,0.0,No aplica,0.0,4,0,6,28.4,5.6,5.2,7.4,93.6,7.8,15.3,15.0,20.0,17.56,Aprobado
29,1,0,0.0,No aplica,0.34,4,0,5,11.6,7.1,6.4,5.7,96.0,5.4,11.3,11.9,11.0,11.33,Aprobado
18,7,1,39.1,Remoto,0.0,0,0,3,80.0,6.2,3.9,6.3,77.9,5.8,11.0,12.3,8.3,10.04,Riesgo
29,5,1,23.8,Presencial,1.89,0,0,5,10.9,7.1,5.7,6.9,71.1,6.7,9.5,9.2,12.4,10.86,Riesgo
18,1,0,0.0,No aplica,0.14,1,0,6,12.6,8.2,2.1,7.3,81.5,7.5,12.3,12.8,14.4,13.5,Aprobado
21,3,0,0.0,No aplica,0.0,4,1,5,21.0,7.6,4.6,6.8,96.5,9.0,11.4,12.1,20.0,15.91,Aprobado
27,5,1,30.3,Presencial,0.95,0,0,7,5.4,6.1,5.2,4.4,76.5,8.1,13.6,12.8,13.6,13.36,Aprobado
32,4,0,0.0,No aplica,0.05,0,0,5,27.8,5.6,1.0,9.3,88.2,8.0,12.8,13.1,20.0,16.49,Aprobado
24,3,1,45.9,Hibrido,1.01,0,0,3,4.4,6.0,7.9,2.8,72.4,4.7,10.4,10.7,7.7,9.14,Riesgo
19,7,0,0.0,No aplica,0.27,4,0,7,14.2,6.5,2.2,7.3,80.3,6.8,13.5,13.1,15.5,14.38,Aprobado
21,5,1,30.9,Hibrido,0.8,0,1,5,18.2,4.0,5.0,4.9,81.4,7.3,11.7,11.7,15.3,13.5,Aprobado
31,5,1,26.8,Presencial,0.78,1,0,3,4.9,7.3,8.0,3.5,85.1,6.9,11.2,13.5,17.0,14.79,Aprobado
28,8,1,33.5,Presencial,1.91,0,0,6,7.3,5.9,8.2,4.5,65.6,7.5,11.4,11.4,9.3,10.35,Riesgo
19,1,1,39.9,Remoto,0.38,1,1,4,0.0,6.1,8.4,3.7,72.4,8.4,9.6,11.9,9.6,10.29,Riesgo
23,4,1,43.3,Hibrido,1.12,0,0,6,3.7,5.7,6.2,6.3,74.7,2.3,9.4,6.4,8.3,7.95,Riesgo
21,1,0,0.0,No aplica,0.02,1,0,6,22.4,6.7,1.9,7.7,100.0,7.3,12.2,16.4,20.0,17.36,Aprobado
20,10,1,38.8,Presencial,2.45,0,0,7,12.0,7.1,7.5,5.0,81.2,6.8,10.1,11.3,11.5,11.16,Aprobado
30,2,1,34.4,Remoto,0.09,0,1,7,14.5,6.2,4.0,6.0,87.9,9.8,16.7,16.6,16.4,16.52,Aprobado
27,9,0,0.0,No aplica,0.07,0,0,6,17.9,8.8,1.9,8.7,83.1,7.7,11.8,14.1,19.5,16.34,Aprobado
20,2,1,29.3,Remoto,0.36,2,0,3,10.1,6.6,5.0,6.4,74.4,7.6,10.9,14.4,13.0,13.0,Aprobado
27,4,1,28.5,Hibrido,0.88,2,0,7,8.0,6.7,6.0,6.2,75.5,4.7,7.3,6.6,8.9,7.89,Riesgo
24,7,1,37.5,Presencial,1.2,0,1,3,6.8,6.1,5.4,6.8,93.9,6.0,10.1,7.6,11.0,9.8,Riesgo
18,9,1,37.6,Hibrido,0.73,0,1,5,8.4,6.2,6.1,6.5,84.0,7.1,13.1,13.7,12.2,12.83,Aprobado
24,2,1,42.5,Presencial,2.38,0,1,7,6.4,6.9,7.7,5.2,72.8,5.2,7.2,5.2,7.6,6.8,Riesgo
20,3,1,31.6,Hibrido,1.3,0,0,7,9.6,7.3,7.6,5.0,78.2,5.9,8.2,7.2,8.8,8.2,Riesgo
21,9,1,29.1,Hibrido,1.5,2,0,7,9.1,6.4,6.5,6.5,85.2,5.7,12.6,16.3,13.1,13.96,Aprobado
31,4,0,0.0,No aplica,0.18,0,0,3,17.2,7.6,2.2,8.0,86.1,9.2,12.2,11.4,20.0,15.86,Aprobado
28,3,0,0.0,No aplica,0.27,1,0,6,22.7,6.8,3.9,6.4,91.8,7.3,11.4,10.1,17.4,14.01,Aprobado
20,8,1,26.8,Hibrido,0.63,1,1,3,10.3,6.5,5.8,6.7,80.1,3.5,9.0,10.7,8.2,9.11,Riesgo
30,1,1,21.2,Presencial,2.24,3,0,5,14.1,6.2,7.2,6.1,73.9,5.3,12.1,13.1,12.2,12.45,Aprobado
26,9,1,36.5,Presencial,2.29,2,0,4,6.4,6.0,9.2,3.9,68.0,2.6,7.2,9.7,7.8,8.25,Riesgo
31,9,0,0.0,No aplica,0.6,0,0,4,18.8,7.9,1.0,9.1,92.2,10.0,16.8,14.6,19.2,17.34,Aprobado
29,9,1,26.0,Presencial,1.65,0,0,6,11.7,6.4,5.1,6.7,80.8,3.7,9.7,9.4,10.0,9.76,Riesgo
23,3,1,95.0,Remoto,0.25,0,0,7,12.4,6.0,3.9,6.9,88.1,6.7,11.9,13.8,13.0,13.02,Aprobado
26,2,1,95.0,Presencial,1.04,0,0,4,10.3,5.9,5.2,4.7,73.8,5.8,11.6,10.9,12.3,11.74,Aprobado
25,5,1,25.1,Remoto,0.18,0,1,6,20.7,6.1,5.9,4.7,92.5,9.5,9.1,13.5,15.1,13.42,Aprobado
28,4,1,33.6,Presencial,2.46,4,0,6,1.9,6.2,9.3,3.5,64.0,7.1,10.9,9.9,8.6,9.45,Riesgo
21,10,1,31.6,Presencial,1.06,0,0,6,13.5,5.8,5.8,5.9,76.9,4.5,10.6,10.1,9.8,10.05,Riesgo
22,7,1,37.2,Presencial,1.58,2,0,4,13.2,6.7,3.6,5.8,68.0,5.4,13.4,12.3,14.2,13.47,Aprobado
21,10,0,0.0,No aplica,0.43,0,0,7,15.2,7.0,3.2,5.1,89.0,10.0,17.3,19.5,20.0,19.31,Aprobado
22,8,1,29.7,Presencial,1.64,0,0,6,6.9,7.7,7.3,4.9,87.6,9.1,12.8,14.2,15.1,14.37,Aprobado
20,8,1,16.4,Presencial,2.17,0,0,7,16.0,6.7,3.6,7.0,85.2,8.6,12.7,12.8,18.5,15.63,Aprobado
18,2,1,28.1,Presencial,2.36,0,1,4,12.0,6.8,6.4,6.3,79.0,7.3,11.4,10.4,12.8,11.8,Aprobado
32,1,1,29.8,Hibrido,1.47,0,0,3,10.8,7.2,4.4,8.5,82.4,8.5,12.8,13.6,13.5,13.39,Aprobado
19,1,1,32.3,Presencial,2.3,4,0,6,6.4,6.8,6.5,4.1,66.0,5.8,9.8,10.6,8.3,9.29,Riesgo
31,6,0,0.0,No aplica,0.29,1,0,3,19.0,7.5,2.1,8.2,91.7,6.6,13.7,14.6,16.2,15.22,Aprobado
18,3,1,39.1,Presencial,1.52,0,0,3,10.2,8.2,4.3,9.0,91.3,8.1,14.7,15.1,15.7,15.32,Aprobado
29,10,1,30.1,Presencial,2.8,0,1,4,3.5,6.5,6.8,3.9,76.8,3.8,11.8,11.9,9.9,10.88,Riesgo
22,2,1,22.6,Remoto,0.36,4,1,3,13.8,4.7,6.6,4.4,87.5,8.1,14.3,13.3,12.1,12.9,Aprobado
25,10,1,26.3,Remoto,0.1,0,1,7,16.8,6.3,3.0,8.3,84.6,8.4,13.4,14.3,13.5,13.72,Aprobado
22,7,1,45.4,Remoto,0.47,0,0,7,1.3,6.7,7.8,4.9,70.4,5.6,11.2,10.7,3.6,7.25,Riesgo
25,2,0,0.0,No aplica,0.38,2,1,5,19.1,7.2,4.5,6.8,94.7,6.6,13.0,11.7,15.5,13.86,Aprobado
24,1,1,38.4,Hibrido,0.49,1,0,6,8.3,5.2,7.1,5.7,75.7,4.8,8.1,8.8,7.2,7.86,Riesgo
25,4,1,21.7,Remoto,0.08,0,0,6,13.4,6.3,4.6,7.2,80.1,4.9,10.0,10.6,12.8,11.58,Aprobado
23,4,1,24.5,Hibrido,1.41,1,0,7,11.0,5.7,6.1,6.1,67.0,4.8,8.4,6.5,7.8,7.53,Riesgo
26,4,1,24.5,Presencial,1.62,0,0,4,12.9,6.0,5.7,6.4,83.1,6.1,10.8,13.0,10.8,11.46,Aprobado
30,6,1,31.5,Presencial,2.16,1,0,6,85.0,6.2,6.3,4.3,79.6,4.4,10.2,9.6,11.4,10.62,Riesgo
24,2,1,28.6,Presencial,1.92,0,0,5,12.5,6.8,6.2,6.6,81.1,6.5,12.4,12.6,15.8,14.16,Aprobado
23,2,1,26.1,Remoto,0.27,3,0,5,10.8,5.5,5.3,7.6,79.3,7.0,10.8,10.1,10.1,10.24,Riesgo
19,7,0,0.0,No aplica,0.29,1,0,4,16.4,6.5,1.2,9.4,89.9,8.3,8.7,10.5,17.7,13.74,Aprobado
23,10,0,0.0,No aplica,0.4,0,0,6,25.7,7.6,1.2,8.8,99.0,9.2,14.0,19.1,20.0,18.53,Aprobado
19,3,1,28.6,Presencial,1.9,1,0,7,9.8,5.6,5.3,8.0,73.5,6.2,10.0,11.4,9.5,10.17,Riesgo
20,10,0,0.0,No aplica,0.08,0,0,7,22.7,6.3,1.0,8.6,98.9,6.8,12.5,13.2,15.0,13.96,Aprobado
32,4,1,17.9,Presencial,1.11,3,0,5,18.5,7.9,3.5,8.1,91.8,7.3,10.1,9.4,12.7,11.19,Aprobado
19,4,1,32.8,Hibrido,0.97,0,0,3,13.7,5.8,5.8,7.5,85.7,7.4,12.4,12.2,12.6,12.44,Aprobado
25,1,1,41.0,Presencial,1.68,0,1,7,13.0,4.5,5.9,5.4,79.9,4.6,8.9,8.7,9.4,9.09,Riesgo
30,5,0,0.0,No aplica,0.3,2,0,3,22.5,5.8,4.7,7.7,84.6,7.8,8.2,10.6,15.8,12.72,Aprobado
32,5,0,0.0,No aplica,0.31,0,0,3,26.7,5.4,2.9,6.3,79.0,7.2,10.4,10.2,14.8,12.54,Aprobado
20,7,1,37.4,Presencial,1.94,0,0,7,11.0,7.5,5.9,4.9,71.4,4.6,6.7,9.0,6.3,7.19,Riesgo
20,2,1,22.1,Hibrido,0.31,2,0,4,12.0,6.2,7.0,4.2,79.6,4.9,8.7,8.9,8.1,8.46,Riesgo
23,2,1,29.8,Presencial,1.37,2,0,5,11.1,5.3,6.0,3.6,76.5,7.3,11.3,9.2,12.0,11.02,Aprobado
26,5,1,21.7,Hibrido,0.92,0,1,3,16.9,7.0,3.7,6.2,81.3,8.8,10.4,13.6,19.1,15.71,Aprobado
32,1,1,15.0,Remoto,0.05,1,1,4,17.5,7.9,1.0,8.5,85.3,8.3,12.7,13.0,17.9,15.39,Aprobado
